record_id,stratum,jaccard_at_10,overlap_n,pred_comparables,ref_comparables
Ian Happ__2024_2025,weakness_up,1.0,10,"['Carlos Santana (2022)', 'Connor Joe (2021)', 'Connor Joe (2023)', 'Isaac Paredes (2022)', 'Luis Urias (2022)', 'Mike Yastrzemski (2023)', 'Mitch Garver (2023)', 'Nathaniel Lowe (2024)', 'Taylor Ward (2024)', 'Yoan Moncada (2021)']","['Carlos Santana (2022)', 'Connor Joe (2021)', 'Connor Joe (2023)', 'Isaac Paredes (2022)', 'Luis Urias (2022)', 'Mike Yastrzemski (2023)', 'Mitch Garver (2023)', 'Nathaniel Lowe (2024)', 'Taylor Ward (2024)', 'Yoan Moncada (2021)']"
Isaac Paredes__2024_2025,decliner,1.0,10,"['Carlos Santana (2021)', 'DJ LeMahieu (2023)', 'Jonah Bride (2024)', 'Mark Canha (2022)', 'Rafael Ortega (2022)', 'Spencer Horwitz (2024)', 'Tyler Stephenson (2021)', 'Willie Calhoun (2024)', 'Wilmer Flores (2021)', 'Yandy Diaz (2021)']","['Carlos Santana (2021)', 'DJ LeMahieu (2023)', 'Jonah Bride (2024)', 'Mark Canha (2022)', 'Rafael Ortega (2022)', 'Spencer Horwitz (2024)', 'Tyler Stephenson (2021)', 'Willie Calhoun (2024)', 'Wilmer Flores (2021)', 'Yandy Diaz (2021)']"
Isiah Kiner-Falefa__2024_2025,baseline,1.0,10,"['Alcides Escobar (2021)', 'Gio Urshela (2023)', 'Isiah Kiner-Falefa (2024)', 'Jake Fraley (2024)', 'Jeff McNeil (2023)', 'Joey Wendle (2022)', 'Kevin Newman (2024)', 'Ronald Torreyes (2021)', 'Whit Merrifield (2023)', 'Yonathan Daza (2021)']","['Alcides Escobar (2021)', 'Gio Urshela (2023)', 'Isiah Kiner-Falefa (2024)', 'Jake Fraley (2024)', 'Jeff McNeil (2023)', 'Joey Wendle (2022)', 'Kevin Newman (2024)', 'Ronald Torreyes (2021)', 'Whit Merrifield (2023)', 'Yonathan Daza (2021)']"
Ivan Herrera__2024_2025,weakness_up,1.0,10,"['Anthony Rizzo (2021)', 'Corey Seager (2021)', 'Freddie Freeman (2024)', 'Joc Pederson (2023)', 'Ketel Marte (2022)', 'Ketel Marte (2023)', 'Randal Grichuk (2024)', 'Seiya Suzuki (2022)', 'Will Smith (2024)', 'Xander Bogaerts (2021)']","['Anthony Rizzo (2021)', 'Corey Seager (2021)', 'Freddie Freeman (2024)', 'Joc Pederson (2023)', 'Ketel Marte (2022)', 'Ketel Marte (2023)', 'Randal Grichuk (2024)', 'Seiya Suzuki (2022)', 'Will Smith (2024)', 'Xander Bogaerts (2021)']"
J.P. Crawford__2024_2025,baseline,1.0,10,"['Andrew Benintendi (2022)', 'Anthony Rendon (2021)', 'Austin Nola (2022)', 'Charlie Blackmon (2023)', 'Jesse Winker (2024)', 'Jurickson Profar (2022)', 'Luis Matos (2023)', 'Mark Canha (2022)', 'Nolan Schanuel (2024)', 'Vimael Machin (2022)']","['Andrew Benintendi (2022)', 'Anthony Rendon (2021)', 'Austin Nola (2022)', 'Charlie Blackmon (2023)', 'Jesse Winker (2024)', 'Jurickson Profar (2022)', 'Luis Matos (2023)', 'Mark Canha (2022)', 'Nolan Schanuel (2024)', 'Vimael Machin (2022)']"
J.T. Realmuto__2024_2025,weakness_up,1.0,10,"['Alec Bohm (2021)', 'Austin Hays (2021)', 'Austin Hays (2022)', 'Bryan De La Cruz (2021)', 'Christian Walker (2021)', 'Enrique Hernandez (2024)', 'Freddy Galvis (2021)', 'Max Kepler (2024)', 'Michael Massey (2023)', 'Ozzie Albies (2024)']","['Alec Bohm (2021)', 'Austin Hays (2021)', 'Austin Hays (2022)', 'Bryan De La Cruz (2021)', 'Christian Walker (2021)', 'Enrique Hernandez (2024)', 'Freddy Galvis (2021)', 'Max Kepler (2024)', 'Michael Massey (2023)', 'Ozzie Albies (2024)']"
JJ Bleday__2024_2025,weakness_up,1.0,10,"['Brandon Belt (2022)', 'Christopher Morel (2024)', 'D.J. Stewart (2021)', 'Jorge Polanco (2024)', 'Justyn-Henry Malloy (2024)', 'MJ Melendez (2023)', 'Mitch Haniger (2024)', 'Randy Arozarena (2024)', 'Tom Murphy (2021)', 'Yoshi Tsutsugo (2021)']","['Brandon Belt (2022)', 'Christopher Morel (2024)', 'D.J. Stewart (2021)', 'Jorge Polanco (2024)', 'Justyn-Henry Malloy (2024)', 'MJ Melendez (2023)', 'Mitch Haniger (2024)', 'Randy Arozarena (2024)', 'Tom Murphy (2021)', 'Yoshi Tsutsugo (2021)']"
Jackson Chourio__2024_2025,baseline,1.0,10,"['Joshua Palacios (2023)', 'Julio Rodriguez (2024)', 'Luis Robert Jr. (2022)', 'Nick Gordon (2021)', 'Romy Gonzalez (2024)', 'Ryan Mountcastle (2023)', 'Trea Turner (2024)', 'Tyler Naquin (2022)', 'Victor Reyes (2021)', 'Zach Neto (2024)']","['Joshua Palacios (2023)', 'Julio Rodriguez (2024)', 'Luis Robert Jr. (2022)', 'Nick Gordon (2021)', 'Romy Gonzalez (2024)', 'Ryan Mountcastle (2023)', 'Trea Turner (2024)', 'Tyler Naquin (2022)', 'Victor Reyes (2021)', 'Zach Neto (2024)']"
Jackson Holliday__2024_2025,weakness_up,1.0,10,"['David Fry (2024)', 'Dylan Carlson (2021)', 'Enmanuel Valdez (2024)', 'Jacob Stallings (2024)', 'Jed Lowrie (2021)', 'Jonathan India (2022)', 'Ramon Urias (2021)', 'Rowdy Tellez (2024)', 'Tommy Pham (2024)', 'Tyler Nevin (2024)']","['David Fry (2024)', 'Dylan Carlson (2021)', 'Enmanuel Valdez (2024)', 'Jacob Stallings (2024)', 'Jed Lowrie (2021)', 'Jonathan India (2022)', 'Ramon Urias (2021)', 'Rowdy Tellez (2024)', 'Tommy Pham (2024)', 'Tyler Nevin (2024)']"
Jackson Merrill__2024_2025,baseline,1.0,10,"['Alex Kirilloff (2021)', 'Eddie Rosario (2023)', 'Jonathan Schoop (2021)', 'Josh Naylor (2021)', 'Joshua Palacios (2023)', 'Juan Lagares (2021)', 'Michael Harris II (2024)', 'Nick Gordon (2022)', 'Ryan Mountcastle (2022)', ""Ryan O'Hearn (2023)""]","['Alex Kirilloff (2021)', 'Eddie Rosario (2023)', 'Jonathan Schoop (2021)', 'Josh Naylor (2021)', 'Joshua Palacios (2023)', 'Juan Lagares (2021)', 'Michael Harris II (2024)', 'Nick Gordon (2022)', 'Ryan Mountcastle (2022)', ""Ryan O'Hearn (2023)""]"
Jacob Young__2024_2025,weakness_up,1.0,10,"['Andrelton Simmons (2021)', 'Miguel Rojas (2022)', 'Miguel Rojas (2023)', 'Nick Fortes (2023)', 'Nicky Lopez (2023)', 'Nolan Arenado (2024)', 'Omar Narvaez (2021)', 'Omar Narvaez (2022)', 'Reese McGuire (2021)', 'Santiago Espinal (2022)']","['Andrelton Simmons (2021)', 'Miguel Rojas (2022)', 'Miguel Rojas (2023)', 'Nick Fortes (2023)', 'Nicky Lopez (2023)', 'Nolan Arenado (2024)', 'Omar Narvaez (2021)', 'Omar Narvaez (2022)', 'Reese McGuire (2021)', 'Santiago Espinal (2022)']"
Jake Bauers__2024_2025,weakness_up,1.0,10,"['Brandon Nimmo (2024)', 'Christian Yelich (2021)', 'Ian Happ (2023)', 'Ian Happ (2024)', 'James Wood (2024)', 'Lane Thomas (2021)', 'Mike Yastrzemski (2022)', 'Mike Yastrzemski (2023)', 'Paul Goldschmidt (2023)', 'Tommy Pham (2022)']","['Brandon Nimmo (2024)', 'Christian Yelich (2021)', 'Ian Happ (2023)', 'Ian Happ (2024)', 'James Wood (2024)', 'Lane Thomas (2021)', 'Mike Yastrzemski (2022)', 'Mike Yastrzemski (2023)', 'Paul Goldschmidt (2023)', 'Tommy Pham (2022)']"
Jake Burger__2024_2025,weakness_up,1.0,10,"['Avisail Garcia (2021)', 'Christian Encarnacion-Strand (2023)', 'Eddie Rosario (2023)', 'Ezequiel Duran (2023)', 'Jake Burger (2024)', 'Mark Vientos (2023)', 'Mickey Moniak (2024)', 'Nick Castellanos (2023)', 'Nick Gordon (2022)', 'Ramon Laureano (2024)']","['Avisail Garcia (2021)', 'Christian Encarnacion-Strand (2023)', 'Eddie Rosario (2023)', 'Ezequiel Duran (2023)', 'Jake Burger (2024)', 'Mark Vientos (2023)', 'Mickey Moniak (2024)', 'Nick Castellanos (2023)', 'Nick Gordon (2022)', 'Ramon Laureano (2024)']"
Jake Cronenworth__2024_2025,weakness_up,1.0,10,"['Austin Barnes (2022)', 'Brandon Nimmo (2021)', 'Carson Kelly (2021)', 'Connor Joe (2023)', 'Isaac Paredes (2024)', 'Jonah Bride (2024)', 'Jurickson Profar (2022)', 'Luis Urias (2022)', 'Nathaniel Lowe (2024)', 'Rafael Ortega (2022)']","['Austin Barnes (2022)', 'Brandon Nimmo (2021)', 'Carson Kelly (2021)', 'Connor Joe (2023)', 'Isaac Paredes (2024)', 'Jonah Bride (2024)', 'Jurickson Profar (2022)', 'Luis Urias (2022)', 'Nathaniel Lowe (2024)', 'Rafael Ortega (2022)']"
Jake Fraley__2024_2025,decliner,1.0,10,"['Andruw Monasterio (2023)', 'Carson Kelly (2022)', 'Cesar Hernandez (2021)', 'Connor Joe (2024)', 'Dylan Carlson (2023)', 'Ehire Adrianza (2021)', 'Enrique Hernandez (2022)', 'Josh Smith (2023)', 'P.J. Higgins (2022)', 'Phillip Evans (2021)']","['Andruw Monasterio (2023)', 'Carson Kelly (2022)', 'Cesar Hernandez (2021)', 'Connor Joe (2024)', 'Dylan Carlson (2023)', 'Ehire Adrianza (2021)', 'Enrique Hernandez (2022)', 'Josh Smith (2023)', 'P.J. Higgins (2022)', 'Phillip Evans (2021)']"
Jake McCarthy__2024_2025,weakness_up,1.0,10,"['Alek Thomas (2022)', 'Corey Julks (2023)', 'Jake Fraley (2024)', 'Joey Wendle (2023)', 'Jorge Mateo (2021)', 'Kevin Pillar (2024)', 'Leury Garcia (2021)', 'Manuel Margot (2022)', 'Tyrone Taylor (2024)', 'Whit Merrifield (2022)']","['Alek Thomas (2022)', 'Corey Julks (2023)', 'Jake Fraley (2024)', 'Joey Wendle (2023)', 'Jorge Mateo (2021)', 'Kevin Pillar (2024)', 'Leury Garcia (2021)', 'Manuel Margot (2022)', 'Tyrone Taylor (2024)', 'Whit Merrifield (2022)']"
Jake Meyers__2024_2025,weakness_up,1.0,10,"['Elvis Andrus (2023)', 'Ha-seong Kim (2022)', 'Ildemaro Vargas (2022)', 'Isiah Kiner-Falefa (2023)', 'Jon Berti (2023)', ""Ke'Bryan Hayes (2024)"", 'Masyn Winn (2024)', 'Xander Bogaerts (2023)', 'Xander Bogaerts (2024)', 'Zach McKinstry (2023)']","['Elvis Andrus (2023)', 'Ha-seong Kim (2022)', 'Ildemaro Vargas (2022)', 'Isiah Kiner-Falefa (2023)', 'Jon Berti (2023)', ""Ke'Bryan Hayes (2024)"", 'Masyn Winn (2024)', 'Xander Bogaerts (2023)', 'Xander Bogaerts (2024)', 'Zach McKinstry (2023)']"
James Wood__2024_2025,baseline,1.0,10,"['Joey Votto (2021)', 'Jorge Soler (2023)', 'Kyle Schwarber (2021)', 'Kyle Schwarber (2024)', 'Max Muncy (2023)', 'Mike Trout (2022)', 'Pete Alonso (2023)', 'Shohei Ohtani (2022)', ""Tyler O'Neill (2024)"", 'William Contreras (2022)']","['Joey Votto (2021)', 'Jorge Soler (2023)', 'Kyle Schwarber (2021)', 'Kyle Schwarber (2024)', 'Max Muncy (2023)', 'Mike Trout (2022)', 'Pete Alonso (2023)', 'Shohei Ohtani (2022)', ""Tyler O'Neill (2024)"", 'William Contreras (2022)']"
Jared Triolo__2024_2025,weakness_up,1.0,10,"['Billy McKinney (2021)', 'Blake Perkins (2024)', 'Bo Naylor (2023)', 'Dylan Carlson (2022)', 'Ha-seong Kim (2021)', 'Jared Triolo (2023)', 'Jon Berti (2021)', 'Oscar Mercado (2021)', 'Parker Meadows (2024)', 'Zach McKinstry (2023)']","['Billy McKinney (2021)', 'Blake Perkins (2024)', 'Bo Naylor (2023)', 'Dylan Carlson (2022)', 'Ha-seong Kim (2021)', 'Jared Triolo (2023)', 'Jon Berti (2021)', 'Oscar Mercado (2021)', 'Parker Meadows (2024)', 'Zach McKinstry (2023)']"
Jarren Duran__2024_2025,elite,1.0,10,"['Austin Slater (2021)', 'Gunnar Henderson (2023)', 'Jason Heyward (2024)', 'Jazz Chisholm Jr. (2021)', 'Jazz Chisholm Jr. (2022)', 'Jazz Chisholm Jr. (2024)', 'Lane Thomas (2023)', 'Lawrence Butler (2024)', 'Trevor Story (2021)', 'Zack Gelof (2023)']","['Austin Slater (2021)', 'Gunnar Henderson (2023)', 'Jason Heyward (2024)', 'Jazz Chisholm Jr. (2021)', 'Jazz Chisholm Jr. (2022)', 'Jazz Chisholm Jr. (2024)', 'Lane Thomas (2023)', 'Lawrence Butler (2024)', 'Trevor Story (2021)', 'Zack Gelof (2023)']"
Javier Baez__2024_2025,weakness_up,1.0,10,"['Ceddanne Rafaela (2024)', 'Edmundo Sosa (2023)', 'Harold Ramirez (2024)', 'Javier Baez (2022)', 'Javier Baez (2024)', 'Jorge Alfaro (2021)', 'Kevin Pillar (2021)', 'Kevin Pillar (2023)', 'Willi Castro (2021)', 'Willi Castro (2022)']","['Ceddanne Rafaela (2024)', 'Edmundo Sosa (2023)', 'Harold Ramirez (2024)', 'Javier Baez (2022)', 'Javier Baez (2024)', 'Jorge Alfaro (2021)', 'Kevin Pillar (2021)', 'Kevin Pillar (2023)', 'Willi Castro (2021)', 'Willi Castro (2022)']"
Jazz Chisholm Jr.__2024_2025,weakness_up,1.0,10,"['Brandon Lowe (2023)', 'Brandon Marsh (2024)', 'Garrett Mitchell (2024)', 'James Outman (2023)', 'Jazz Chisholm Jr. (2022)', 'Jazz Chisholm Jr. (2023)', 'Randy Arozarena (2021)', ""Tyler O'Neill (2022)"", 'Willy Adames (2024)', 'Zack Gelof (2023)']","['Brandon Lowe (2023)', 'Brandon Marsh (2024)', 'Garrett Mitchell (2024)', 'James Outman (2023)', 'Jazz Chisholm Jr. (2022)', 'Jazz Chisholm Jr. (2023)', 'Randy Arozarena (2021)', ""Tyler O'Neill (2022)"", 'Willy Adames (2024)', 'Zack Gelof (2023)']"
Jeff McNeil__2024_2025,weakness_up,1.0,10,"['Alex Verdugo (2023)', 'Andrew Benintendi (2022)', 'Charlie Blackmon (2023)', 'Ehire Adrianza (2021)', 'Ildemaro Vargas (2023)', 'Isiah Kiner-Falefa (2023)', 'Jake Cronenworth (2024)', 'Mark Canha (2023)', 'Matt Vierling (2023)', 'Tyler Freeman (2024)']","['Alex Verdugo (2023)', 'Andrew Benintendi (2022)', 'Charlie Blackmon (2023)', 'Ehire Adrianza (2021)', 'Ildemaro Vargas (2023)', 'Isiah Kiner-Falefa (2023)', 'Jake Cronenworth (2024)', 'Mark Canha (2023)', 'Matt Vierling (2023)', 'Tyler Freeman (2024)']"
Jeremy Pena__2024_2025,weakness_up,1.0,10,"['Andres Gimenez (2022)', 'Cedric Mullins (2022)', 'Daulton Varsho (2021)', 'Jackson Chourio (2024)', 'Kyle Isbel (2023)', 'Lane Thomas (2023)', 'Leody Taveras (2023)', 'Michael Harris II (2023)', 'Otto Lopez (2024)', 'Tommy Edman (2023)']","['Andres Gimenez (2022)', 'Cedric Mullins (2022)', 'Daulton Varsho (2021)', 'Jackson Chourio (2024)', 'Kyle Isbel (2023)', 'Lane Thomas (2023)', 'Leody Taveras (2023)', 'Michael Harris II (2023)', 'Otto Lopez (2024)', 'Tommy Edman (2023)']"
Jesus Sanchez__2024_2025,decliner,1.0,10,"['Chas McCormick (2023)', 'Ian Happ (2022)', 'Jarred Kelenic (2023)', 'Jeimer Candelario (2023)', 'Jonathan Villar (2021)', 'Matt McLain (2023)', 'Mike Yastrzemski (2021)', 'Paul Goldschmidt (2024)', 'Willy Adames (2024)', 'Zach Neto (2024)']","['Chas McCormick (2023)', 'Ian Happ (2022)', 'Jarred Kelenic (2023)', 'Jeimer Candelario (2023)', 'Jonathan Villar (2021)', 'Matt McLain (2023)', 'Mike Yastrzemski (2021)', 'Paul Goldschmidt (2024)', 'Willy Adames (2024)', 'Zach Neto (2024)']"
Jo Adell__2024_2025,weakness_up,1.0,10,"['Adolis Garcia (2024)', 'Bobby Dalbec (2021)', 'Brent Rooker (2024)', 'Jake Burger (2023)', 'Jake Burger (2024)', 'Mitch Haniger (2021)', 'Nick Castellanos (2021)', 'Rafael Devers (2021)', 'Ryan Mountcastle (2021)', 'Teoscar Hernandez (2024)']","['Adolis Garcia (2024)', 'Bobby Dalbec (2021)', 'Brent Rooker (2024)', 'Jake Burger (2023)', 'Jake Burger (2024)', 'Mitch Haniger (2021)', 'Nick Castellanos (2021)', 'Rafael Devers (2021)', 'Ryan Mountcastle (2021)', 'Teoscar Hernandez (2024)']"
Joc Pederson__2024_2025,weakness_up,1.0,10,"['Austin Slater (2023)', 'Brandon Belt (2022)', 'Gary Sanchez (2024)', 'Josh Smith (2023)', 'Michael Busch (2024)', 'Michael Conforto (2023)', 'Mike Yastrzemski (2024)', 'Mitch Garver (2022)', 'Pavin Smith (2022)', ""Tyler O'Neill (2023)""]","['Austin Slater (2023)', 'Brandon Belt (2022)', 'Gary Sanchez (2024)', 'Josh Smith (2023)', 'Michael Busch (2024)', 'Michael Conforto (2023)', 'Mike Yastrzemski (2024)', 'Mitch Garver (2022)', 'Pavin Smith (2022)', ""Tyler O'Neill (2023)""]"
Joey Bart__2024_2025,weakness_up,1.0,10,"['Carson Kelly (2021)', 'Connor Joe (2024)', 'Dominic Smith (2024)', 'Josh Smith (2023)', 'Josh VanMeter (2021)', 'Matt Thaiss (2023)', 'Spencer Torkelson (2022)', 'Victor Caratini (2021)', 'Yoan Moncada (2021)', 'Zack Short (2023)']","['Carson Kelly (2021)', 'Connor Joe (2024)', 'Dominic Smith (2024)', 'Josh Smith (2023)', 'Josh VanMeter (2021)', 'Matt Thaiss (2023)', 'Spencer Torkelson (2022)', 'Victor Caratini (2021)', 'Yoan Moncada (2021)', 'Zack Short (2023)']"
Joey Ortiz__2024_2025,weakness_up,1.0,10,"['Elvis Andrus (2023)', 'Ildemaro Vargas (2022)', 'Jacob Young (2024)', ""Ke'Bryan Hayes (2024)"", 'Kevin Newman (2024)', 'Miguel Rojas (2023)', 'Nick Fortes (2023)', 'Otto Lopez (2024)', 'Owen Miller (2023)', 'Reese McGuire (2021)']","['Elvis Andrus (2023)', 'Ildemaro Vargas (2022)', 'Jacob Young (2024)', ""Ke'Bryan Hayes (2024)"", 'Kevin Newman (2024)', 'Miguel Rojas (2023)', 'Nick Fortes (2023)', 'Otto Lopez (2024)', 'Owen Miller (2023)', 'Reese McGuire (2021)']"
Jonah Heim__2024_2025,decliner,1.0,10,"['Abraham Toro (2022)', 'Andrew Knizner (2022)', 'Asdrubal Cabrera (2021)', 'Brandon Drury (2024)', 'Emmanuel Rivera (2024)', 'Gavin Sheets (2023)', 'Joey Meneses (2024)', 'Leo Jimenez (2024)', 'Marwin Gonzalez (2021)', 'Mike Moustakas (2021)']","['Abraham Toro (2022)', 'Andrew Knizner (2022)', 'Asdrubal Cabrera (2021)', 'Brandon Drury (2024)', 'Emmanuel Rivera (2024)', 'Gavin Sheets (2023)', 'Joey Meneses (2024)', 'Leo Jimenez (2024)', 'Marwin Gonzalez (2021)', 'Mike Moustakas (2021)']"
Jonathan India__2024_2025,baseline,1.0,10,"['Anthony Rendon (2021)', 'Austin Nola (2022)', 'Carlos Santana (2021)', 'Gleyber Torres (2024)', 'Jonathan India (2022)', 'Jurickson Profar (2023)', 'Justin Turner (2024)', 'Kris Bryant (2023)', 'Mark Canha (2022)', 'Wilmer Flores (2022)']","['Anthony Rendon (2021)', 'Austin Nola (2022)', 'Carlos Santana (2021)', 'Gleyber Torres (2024)', 'Jonathan India (2022)', 'Jurickson Profar (2023)', 'Justin Turner (2024)', 'Kris Bryant (2023)', 'Mark Canha (2022)', 'Wilmer Flores (2022)']"
Jordan Westburg__2024_2025,weakness_up,1.0,10,"['Andy Pages (2024)', 'Austin Hays (2021)', 'David Peralta (2022)', 'Emmanuel Rivera (2022)', 'Gleyber Torres (2022)', 'Kyle Higashioka (2024)', 'Ramon Laureano (2021)', 'Royce Lewis (2024)', ""Travis d'Arnaud (2023)"", 'Yoan Moncada (2023)']","['Andy Pages (2024)', 'Austin Hays (2021)', 'David Peralta (2022)', 'Emmanuel Rivera (2022)', 'Gleyber Torres (2022)', 'Kyle Higashioka (2024)', 'Ramon Laureano (2021)', 'Royce Lewis (2024)', ""Travis d'Arnaud (2023)"", 'Yoan Moncada (2023)']"
Jorge Polanco__2024_2025,weakness_up,1.0,10,"['Anthony Santander (2022)', 'Bryan Reynolds (2022)', 'Corey Seager (2021)', 'Joey Meneses (2022)', 'Josh Naylor (2024)', 'Michael Conforto (2024)', 'Randal Grichuk (2024)', 'Rowdy Tellez (2021)', 'Will Smith (2024)', 'Xander Bogaerts (2021)']","['Anthony Santander (2022)', 'Bryan Reynolds (2022)', 'Corey Seager (2021)', 'Joey Meneses (2022)', 'Josh Naylor (2024)', 'Michael Conforto (2024)', 'Randal Grichuk (2024)', 'Rowdy Tellez (2021)', 'Will Smith (2024)', 'Xander Bogaerts (2021)']"
Jorge Soler__2024_2025,weakness_up,1.0,10,"['Gary Sanchez (2021)', 'J.D. Davis (2021)', 'J.D. Martinez (2024)', 'Joey Votto (2023)', 'Jorge Polanco (2024)', 'MJ Melendez (2023)', 'Mitch Haniger (2024)', 'Nelson Cruz (2022)', 'Willy Adames (2021)', 'Yoshi Tsutsugo (2021)']","['Gary Sanchez (2021)', 'J.D. Davis (2021)', 'J.D. Martinez (2024)', 'Joey Votto (2023)', 'Jorge Polanco (2024)', 'MJ Melendez (2023)', 'Mitch Haniger (2024)', 'Nelson Cruz (2022)', 'Willy Adames (2021)', 'Yoshi Tsutsugo (2021)']"
Jose Altuve__2024_2025,weakness_up,1.0,10,"['Abraham Toro (2021)', 'Alec Burleson (2023)', 'David Peralta (2024)', 'Donovan Solano (2023)', 'Jose Altuve (2024)', 'Juan Yepez (2024)', 'Luis Campusano (2024)', 'Ty France (2021)', 'Ty France (2022)', 'Yermin Mercedes (2021)']","['Abraham Toro (2021)', 'Alec Burleson (2023)', 'David Peralta (2024)', 'Donovan Solano (2023)', 'Jose Altuve (2024)', 'Juan Yepez (2024)', 'Luis Campusano (2024)', 'Ty France (2021)', 'Ty France (2022)', 'Yermin Mercedes (2021)']"
Jose Caballero__2024_2025,weakness_up,1.0,10,"['David Hamilton (2024)', 'Dylan Moore (2024)', 'Garrett Hampson (2021)', 'Garrett Hampson (2022)', 'Jace Peterson (2022)', 'Jose Caballero (2023)', 'Richie Palacios (2024)', 'Sam Haggerty (2022)', 'Steven Duggar (2021)', 'Zach McKinstry (2024)']","['David Hamilton (2024)', 'Dylan Moore (2024)', 'Garrett Hampson (2021)', 'Garrett Hampson (2022)', 'Jace Peterson (2022)', 'Jose Caballero (2023)', 'Richie Palacios (2024)', 'Sam Haggerty (2022)', 'Steven Duggar (2021)', 'Zach McKinstry (2024)']"
Jose Iglesias__2024_2025,weakness_up,1.0,10,"['Adam Frazier (2024)', 'Cesar Hernandez (2022)', 'Joe Panik (2021)', 'Matt Duffy (2022)', 'Matt Duffy (2023)', 'Nick Allen (2023)', 'Nick Senzel (2022)', 'Santiago Espinal (2023)', 'Santiago Espinal (2024)', 'Vidal Brujan (2024)']","['Adam Frazier (2024)', 'Cesar Hernandez (2022)', 'Joe Panik (2021)', 'Matt Duffy (2022)', 'Matt Duffy (2023)', 'Nick Allen (2023)', 'Nick Senzel (2022)', 'Santiago Espinal (2023)', 'Santiago Espinal (2024)', 'Vidal Brujan (2024)']"
Jose Ramirez__2024_2025,decliner,1.0,10,"['Cedric Mullins (2021)', 'Freddie Freeman (2023)', 'Jose Ramirez (2021)', 'Jose Ramirez (2022)', 'Jose Ramirez (2023)', 'Jose Ramirez (2024)', 'Marcus Semien (2022)', 'TJ Friedl (2023)', 'Trea Turner (2021)', 'Wander Franco (2022)']","['Cedric Mullins (2021)', 'Freddie Freeman (2023)', 'Jose Ramirez (2021)', 'Jose Ramirez (2022)', 'Jose Ramirez (2023)', 'Jose Ramirez (2024)', 'Marcus Semien (2022)', 'TJ Friedl (2023)', 'Trea Turner (2021)', 'Wander Franco (2022)']"
Jose Trevino__2024_2025,baseline,1.0,10,"['Andy Ibanez (2021)', 'Christian Vazquez (2021)', 'Donovan Solano (2022)', 'Jeff McNeil (2021)', 'Jeff McNeil (2024)', 'Kyle Farmer (2022)', 'Kyle Farmer (2023)', 'Kyle Farmer (2024)', 'Reese McGuire (2022)', 'Starlin Castro (2021)']","['Andy Ibanez (2021)', 'Christian Vazquez (2021)', 'Donovan Solano (2022)', 'Jeff McNeil (2021)', 'Jeff McNeil (2024)', 'Kyle Farmer (2022)', 'Kyle Farmer (2023)', 'Kyle Farmer (2024)', 'Reese McGuire (2022)', 'Starlin Castro (2021)']"
Josh Bell__2024_2025,weakness_up,1.0,10,"['Andrew McCutchen (2022)', 'Andrew Vaughn (2021)', 'Anthony Rizzo (2022)', 'Austin Meadows (2021)', 'C.J. Cron (2021)', 'Garrett Cooper (2021)', 'JJ Bleday (2024)', 'Jorge Soler (2024)', 'Josh Bell (2023)', 'Rhys Hoskins (2022)']","['Andrew McCutchen (2022)', 'Andrew Vaughn (2021)', 'Anthony Rizzo (2022)', 'Austin Meadows (2021)', 'C.J. Cron (2021)', 'Garrett Cooper (2021)', 'JJ Bleday (2024)', 'Jorge Soler (2024)', 'Josh Bell (2023)', 'Rhys Hoskins (2022)']"
Josh Lowe__2024_2025,weakness_up,1.0,10,"['Alek Thomas (2023)', 'Eddie Rosario (2024)', 'Jake Cave (2024)', 'Jarren Duran (2022)', 'Jorge Mateo (2021)', 'Josh Lowe (2024)', 'Nick Gordon (2021)', 'Rougned Odor (2022)', 'Sheldon Neuse (2022)', 'Starling Marte (2023)']","['Alek Thomas (2023)', 'Eddie Rosario (2024)', 'Jake Cave (2024)', 'Jarren Duran (2022)', 'Jorge Mateo (2021)', 'Josh Lowe (2024)', 'Nick Gordon (2021)', 'Rougned Odor (2022)', 'Sheldon Neuse (2022)', 'Starling Marte (2023)']"
Josh Naylor__2024_2025,weakness_up,1.0,10,"['Cody Bellinger (2023)', 'Jarren Duran (2023)', 'Jorge Polanco (2021)', 'Kyle Tucker (2021)', 'Lane Thomas (2023)', 'Leody Taveras (2023)', 'Ozzie Albies (2023)', 'Starling Marte (2022)', 'Trea Turner (2024)', 'Wander Franco (2021)']","['Cody Bellinger (2023)', 'Jarren Duran (2023)', 'Jorge Polanco (2021)', 'Kyle Tucker (2021)', 'Lane Thomas (2023)', 'Leody Taveras (2023)', 'Ozzie Albies (2023)', 'Starling Marte (2022)', 'Trea Turner (2024)', 'Wander Franco (2021)']"
Josh Rojas__2024_2025,weakness_up,1.0,10,"['Andrew Knizner (2022)', 'Chris Taylor (2024)', 'Connor Joe (2024)', 'Gavin Sheets (2023)', 'Miguel Vargas (2024)', 'Nick Senzel (2024)', 'P.J. Higgins (2022)', 'Phillip Evans (2021)', 'Stephen Vogt (2021)', 'Zack Short (2023)']","['Andrew Knizner (2022)', 'Chris Taylor (2024)', 'Connor Joe (2024)', 'Gavin Sheets (2023)', 'Miguel Vargas (2024)', 'Nick Senzel (2024)', 'P.J. Higgins (2022)', 'Phillip Evans (2021)', 'Stephen Vogt (2021)', 'Zack Short (2023)']"
